ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,Known 1,Known 2,ProceedingsType,Crimes in pre,DV in Pre
4534,No,M,Black,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5989,No,M,Black,30,H,Partner/Spouse,Current,Charge/further charge,0,0
6230,No,M,Black,30,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6251,No,M,Black,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6601,No,M,Black,30,H,Boy/Girlfriend,Current,Charge/further charge,0,0
9953,No,M,Black,30,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10204,Yes,M,Black,30,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10989,No,M,Black,30,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11811,No,M,Black,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11906,No,M,Black,30,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12198,No,F,Black,30,M,Partner/Spouse,Current,Charge/further charge,0,0
12360,No,M,Black,30,H,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
12586,No,M,Black,30,M,Partner/Spouse,Ex,Third and subsequent time charged,0,0
3363,No,M,Black,30,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
4810,No,M,Black,30,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
7895,No,M,Black,30,M,Partner/Spouse,Ex,First time charged,1,0
12232,No,F,Black,30,M,Boy/Girlfriend,Current,Second time charged,1,0
10867,No,M,Black,30,M,Boy/Girlfriend,Ex,Charge/further charge,2,0
1789,No,M,Black,30,H,Boy/Girlfriend,Current,Charge/further charge,4,0
6555,No,M,Black,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6752,No,F,Black,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10352,No,M,Black,30,S,Boy/Girlfriend,Ex,TIC,0,0
10431,No,F,Black,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11120,No,M,Black,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11229,No,F,Black,30,S,Boy/Girlfriend,Ex,Adult caution,0,0
11511,Yes,M,Black,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11995,No,M,Black,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11525,Yes,M,Black,30,S,Partner/Spouse,Current,Charge/further charge,1,0
3091,No,M,Black,30,S,Partner/Spouse,Current,Charge/further charge,1,1
594,No,M,Black,31,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
833,No,M,Black,31,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
833,No,M,Black,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
2631,No,F,Black,31,H,Partner/Spouse,Current,Charge/further charge,0,0
3283,No,M,Black,31,H,Boy/Girlfriend,Current,Charge/further charge,0,0
9836,No,M,Black,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11365,No,M,Black,31,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12589,No,M,Black,31,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12644,No,M,Black,31,H,Boy/Girlfriend,Current,Second time charged,0,0
7731,No,M,Black,31,H,Boy/Girlfriend,Current,Charge/further charge,1,0
10133,No,M,Black,31,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
10827,No,M,Black,31,H,Boy/Girlfriend,Current,Charge/further charge,1,0
5169,No,M,Black,31,M,Boy/Girlfriend,Current,Charge/further charge,10,0
2205,No,M,Black,31,H,Boy/Girlfriend,Current,Charge/further charge,1,1
6837,No,M,Black,31,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
4319,Yes,M,Black,31,S,Partner/Spouse,Current,Charge/further charge,0,0
6166,No,M,Black,31,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
7368,No,M,Black,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10350,No,M,Black,31,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12599,No,M,Black,31,S,Partner/Spouse,Ex,First time charged,0,0
12599,No,M,Black,31,S,Partner/Spouse,Ex,First time charged,0,0
6817,No,M,Black,31,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
9262,No,M,Black,31,S,Boy/Girlfriend,Current,Charge/further charge,1,0
11433,No,M,Black,31,S,Boy/Girlfriend,Current,Charge/further charge,2,0
2796,No,M,Black,32,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
2796,No,M,Black,32,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
3426,No,M,Black,32,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11691,No,M,Black,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12465,Yes,M,Black,32,H,Boy/Girlfriend,Ex,First time charged,0,0
12481,No,M,Black,32,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
1023,No,M,Black,32,H,Boy/Girlfriend,Current,Charge/further charge,1,0
3384,Yes,M,Black,32,H,Boy/Girlfriend,Current,Charge/further charge,1,0
5238,No,M,Black,32,M,Boy/Girlfriend,Current,Charge/further charge,3,0
532,No,M,Black,32,M,Partner/Spouse,Ex,Charge/further charge,4,0
3383,No,M,Black,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7675,No,F,Black,32,S,Boy/Girlfriend,Ex,Adult caution,0,0
8690,No,M,Black,32,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9517,No,F,Black,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10641,No,M,Black,32,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10813,No,M,Black,32,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11278,No,M,Black,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12380,No,F,Black,32,S,Partner/Spouse,Current,Third and subsequent time charged,0,0
8249,No,F,Black,32,S,Boy/Girlfriend,Current,Charge/further charge,4,0
3459,No,M,Black,32,S,Boy/Girlfriend,Current,Charge/further charge,1,1
467,No,M,Black,33,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
1301,Yes,M,Black,33,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3387,No,M,Black,33,H,Boy/Girlfriend,Current,Charge/further charge,0,0
5709,No,M,Black,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6496,No,M,Black,33,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
6734,No,F,Black,33,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
7774,No,F,Black,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
8706,No,M,Black,33,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
10703,No,M,Black,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11507,No,M,Black,33,M,Partner/Spouse,Current,Charge/further charge,0,0
11539,No,F,Black,33,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12392,No,M,Black,33,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
12671,No,M,Black,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
1132,No,M,Black,33,M,Boy/Girlfriend,Ex,Charge/further charge,2,0
1132,No,M,Black,33,M,Boy/Girlfriend,Ex,Charge/further charge,2,0
3034,No,M,Black,33,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6446,No,M,Black,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10389,No,M,Black,33,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11126,No,M,Black,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
111,No,M,Black,33,S,Boy/Girlfriend,Ex,Postal Charge Requisition,2,0
645,No,M,Black,34,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
1399,No,M,Black,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
2705,No,M,Black,34,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6695,No,M,Black,34,M,Boy/Girlfriend,Current,Charge/further charge,0,0
8569,No,M,Black,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
8917,No,M,Black,34,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10857,No,M,Black,34,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11544,Yes,M,Black,34,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12215,No,M,Black,34,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8001,No,M,Black,34,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
7045,No,F,Black,34,H,Boy/Girlfriend,Current,Charge/further charge,2,0
12495,No,M,Black,34,H,Boy/Girlfriend,Current,Third and subsequent time charged,2,0
630,Yes,M,Black,34,H,Boy/Girlfriend,Current,Charge/further charge,1,1
1989,Yes,F,Black,34,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
4224,No,M,Black,34,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
5892,Yes,M,Black,34,Unknown,Boy/Girlfriend,Current,Charge/further charge,0,0
6644,No,F,Black,34,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6677,No,M,Black,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6984,No,M,Black,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7291,No,M,Black,34,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10882,No,F,Black,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5101,No,M,Black,34,S,Boy/Girlfriend,Current,Charge/further charge,1,0
11223,Yes,M,Black,34,S,Boy/Girlfriend,Current,Charge/further charge,1,0
1313,No,M,Black,35,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3703,No,F,Black,35,M,Partner/Spouse,Current,Charge/further charge,0,0
4823,No,F,Black,35,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
5298,No,M,Black,35,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5916,No,M,Black,35,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
9850,Yes,M,Black,35,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10835,No,F,Black,35,M,Partner/Spouse,Current,Charge/further charge,0,0
11804,No,M,Black,35,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12155,Yes,M,Black,35,H,Boy/Girlfriend,Current,Charge/further charge,0,0
2156,No,M,Black,35,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
10737,No,M,Black,35,H,Boy/Girlfriend,Current,Charge/further charge,1,0
11695,No,M,Black,35,H,Boy/Girlfriend,Current,Charge/further charge,1,0
6842,No,M,Black,35,M,Boy/Girlfriend,Ex,Charge/further charge,2,0
5722,No,M,Black,35,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6378,No,M,Black,35,S,Partner/Spouse,Current,Charge/further charge,0,0
9587,No,M,Black,35,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10456,No,M,Black,35,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11409,No,F,Black,35,S,Boy/Girlfriend,Current,Adult caution,0,0
11860,Yes,M,Black,35,S,Partner/Spouse,Current,Charge/further charge,0,0
12591,Yes,M,Black,35,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
10029,No,M,Black,35,S,Boy/Girlfriend,Current,Charge/further charge,1,0
11631,No,M,Black,35,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
496,No,M,Black,36,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3335,No,M,Black,36,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
4161,No,M,Black,36,H,Boy/Girlfriend,Current,Charge/further charge,0,0
7712,No,M,Black,36,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9096,No,M,Black,36,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
1125,No,F,Black,36,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
5747,Yes,F,Black,36,H,Boy/Girlfriend,Current,Charge/further charge,1,0
288,No,M,Black,36,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
3287,No,M,Black,36,H,Boy/Girlfriend,Ex,Charge/further charge,2,1
910,No,M,Black,36,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
1774,No,M,Black,36,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
3652,No,M,Black,36,S,Partner/Spouse,Ex,Charge/further charge,0,0
8629,No,M,Black,36,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12431,No,M,Black,36,S,Partner/Spouse,Current,Charge/further charge,0,0
532,No,M,Black,36,S,Boy/Girlfriend,Ex,Charge/further charge,4,0
465,No,M,Black,37,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
4840,No,M,Black,37,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
7758,No,M,Black,37,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11181,Yes,M,Black,37,H,Partner/Spouse,Current,Charge/further charge,0,0
11707,No,F,Black,37,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11881,No,F,Black,37,M,Boy/Girlfriend,Current,Charge/further charge,0,0
430,No,F,Black,37,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
2048,No,M,Black,37,H,Boy/Girlfriend,Current,Postal Charge Requisition,1,0
12545,No,M,Black,37,H,Boy/Girlfriend,Ex,First time charged,1,0
5688,No,M,Black,37,H,Boy/Girlfriend,Ex,Charge/further charge,2,1
198,No,M,Black,37,S,Boy/Girlfriend,Current,Charge/further charge,0,0
737,No,M,Black,37,S,Partner/Spouse,Current,Charge/further charge,0,0
2136,No,M,Black,37,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
2722,No,M,Black,37,S,Boy/Girlfriend,Current,Charge/further charge,0,0
4044,No,F,Black,37,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8706,No,M,Black,37,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10248,No,M,Black,37,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10469,No,F,Black,37,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10586,Yes,M,Black,37,S,Partner/Spouse,Current,Charge/further charge,0,0
11198,No,M,Black,37,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11493,No,F,Black,37,S,Boy/Girlfriend,Current,Adult caution,0,0
10066,No,M,Black,37,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
11293,No,M,Black,37,S,Partner/Spouse,Ex,Charge/further charge,1,0
4,Yes,M,Black,38,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
1768,No,M,Black,38,H,Boy/Girlfriend,Current,Charge/further charge,0,0
1850,Yes,M,Black,38,H,Partner/Spouse,Current,Charge/further charge,0,0
2072,No,F,Black,38,M,Partner/Spouse,Current,Charge/further charge,0,0
3533,No,M,Black,38,H,Boy/Girlfriend,Current,Charge/further charge,0,0
4498,No,M,Black,38,M,Boy/Girlfriend,Current,Charge/further charge,0,0
8443,No,M,Black,38,M,Partner/Spouse,Current,Charge/further charge,0,0
9889,Yes,M,Black,38,H,Partner/Spouse,Current,Charge/further charge,0,0
10648,No,M,Black,38,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11535,No,M,Black,38,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11851,No,M,Black,38,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
12192,No,F,Black,38,H,Boy/Girlfriend,Current,First time charged,0,0
12607,No,M,Black,38,H,Partner/Spouse,Ex,Second time charged,0,0
745,No,M,Black,38,H,Boy/Girlfriend,Current,Postal Charge Requisition,1,0
1375,No,M,Black,38,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
532,No,M,Black,38,H,Partner/Spouse,Current,Postal Charge Requisition,4,0
6011,No,F,Black,38,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6138,No,M,Black,38,S,Partner/Spouse,Ex,Charge/further charge,0,0
11725,No,F,Black,38,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10022,Yes,M,Black,38,Unknown,Boy/Girlfriend,Current,Charge/further charge,1,0
12576,No,M,Black,38,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
783,No,M,Black,39,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3696,Yes,M,Black,39,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
4424,No,M,Black,39,H,Boy/Girlfriend,Current,Charge/further charge,0,0
5352,No,M,Black,39,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
5686,No,F,Black,39,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6884,No,M,Black,39,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9947,No,F,Black,39,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
11589,No,M,Black,39,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12592,Yes,M,Black,39,H,Boy/Girlfriend,Current,First time charged,0,0
12592,No,M,Black,39,H,Boy/Girlfriend,Current,First time charged,0,0
12601,No,M,Black,39,M,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
3395,No,M,Black,39,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
1616,No,M,Black,39,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5616,No,F,Black,39,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8135,No,F,Black,39,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9177,No,M,Black,39,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1805,No,F,Black,39,S,Boy/Girlfriend,Current,Charge/further charge,1,1
484,Yes,M,Black,40,H,Partner/Spouse,Current,Charge/further charge,0,0
2336,Yes,M,Black,40,H,Boy/Girlfriend,Current,Charge/further charge,0,0
2592,No,M,Black,40,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3284,No,M,Black,40,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10862,Yes,M,Black,40,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11235,No,M,Black,40,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11542,No,M,Black,40,M,Partner/Spouse,Current,Charge/further charge,0,0
11542,No,M,Black,40,M,Partner/Spouse,Current,Charge/further charge,0,0
11653,No,M,Black,40,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11653,No,M,Black,40,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11775,No,M,Black,40,H,Partner/Spouse,Current,Charge/further charge,0,0
12609,No,F,Black,40,H,Partner/Spouse,Current,First time charged,0,0
6379,Yes,M,Black,40,S,Partner/Spouse,Current,Charge/further charge,0,0
8131,No,M,Black,40,S,Partner/Spouse,Current,Third and subsequent time charged,0,0
8875,No,F,Black,40,S,Partner/Spouse,Current,Charge/further charge,0,0
10472,No,F,Black,40,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10862,Yes,M,Black,40,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11321,No,F,Black,40,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12421,No,F,Black,40,S,Boy/Girlfriend,Current,First time charged,0,0
2479,No,M,Black,40,S,Boy/Girlfriend,Current,First time charged,1,0
11205,No,M,Black,40,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
4876,No,F,Black,40,S,Partner/Spouse,Current,Charge/further charge,8,1
1217,No,M,Black,41,H,Boy/Girlfriend,Current,Charge/further charge,0,0
4115,No,M,Black,41,M,Boy/Girlfriend,Current,Charge/further charge,0,0
4956,Yes,M,Black,41,H,Partner/Spouse,Current,Charge/further charge,0,0
11317,No,M,Black,41,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11547,No,M,Black,41,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11928,No,M,Black,41,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11956,No,M,Black,41,M,Partner/Spouse,Current,Charge/further charge,0,0
12459,Yes,M,Black,41,H,Boy/Girlfriend,Current,First time charged,0,0
7396,Yes,M,Black,41,H,Partner/Spouse,Current,Charge/further charge,1,0
11423,No,M,Black,41,M,Boy/Girlfriend,Current,Charge/further charge,1,0
12477,No,M,Black,41,M,Boy/Girlfriend,Current,Third and subsequent time charged,1,1
7475,No,M,Black,41,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8362,No,M,Black,41,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9609,No,M,Black,41,S,Partner/Spouse,Ex,Charge/further charge,0,0
9609,No,M,Black,41,S,Partner/Spouse,Ex,Charge/further charge,0,0
9623,No,F,Black,41,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11726,No,M,Black,41,S,Partner/Spouse,Current,Charge/further charge,0,0
11772,Yes,M,Black,41,S,Partner/Spouse,Current,Charge/further charge,0,0
12105,No,M,Black,41,S,Boy/Girlfriend,Ex,First time charged,0,0
5605,No,M,Black,41,S,Boy/Girlfriend,Current,Charge/further charge,1,0
2976,No,M,Black,42,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
3445,No,M,Black,42,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9966,No,M,Black,42,M,Boy/Girlfriend,Current,Adult caution,0,0
12570,Yes,M,Black,42,H,Boy/Girlfriend,Current,Charge/further charge,0,0
819,No,F,Black,42,M,Boy/Girlfriend,Current,Charge/further charge,1,0
10047,No,F,Black,42,S,Partner/Spouse,Current,Charge/further charge,0,0
5833,No,M,Black,42,S,Boy/Girlfriend,Current,Charge/further charge,1,0
11581,No,M,Black,42,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
1882,Yes,M,Black,42,S,Partner/Spouse,Current,Charge/further charge,1,1
4400,No,M,Black,43,M,Partner/Spouse,Ex,Charge/further charge,0,0
6780,No,M,Black,43,H,Boy/Girlfriend,Current,Charge/further charge,0,0
9947,No,F,Black,43,M,Boy/Girlfriend,Current,Charge/further charge,0,0
10763,No,M,Black,43,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11290,No,M,Black,43,M,Partner/Spouse,Current,Charge/further charge,0,0
12437,Yes,M,Black,43,H,Boy/Girlfriend,Current,Second time charged,0,0
8486,No,M,Black,43,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
12164,No,M,Black,43,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
899,No,M,Black,43,M,Boy/Girlfriend,Current,Charge/further charge,2,1
3092,No,M,Black,43,S,Partner/Spouse,Current,Charge/further charge,0,0
6444,No,M,Black,43,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6685,No,M,Black,43,S,Boy/Girlfriend,Ex,Adult caution,0,0
10479,Yes,M,Black,43,Unknown,Boy/Girlfriend,Ex,Charge/further charge,0,0
11444,No,F,Black,43,S,Partner/Spouse,Current,Adult caution,0,0
11602,No,M,Black,43,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11946,No,M,Black,43,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12008,No,M,Black,43,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12619,No,M,Black,43,S,Partner/Spouse,Current,Charge/further charge,0,0
3672,No,M,Black,43,S,Partner/Spouse,Current,Charge/further charge,1,0
11948,Yes,M,Black,43,S,Boy/Girlfriend,Current,Charge/further charge,1,0
149,Yes,M,Black,44,H,Partner/Spouse,Current,Charge/further charge,0,0
149,Yes,M,Black,44,H,Partner/Spouse,Current,Charge/further charge,0,0
1754,No,M,Black,44,H,Boy/Girlfriend,Current,Charge/further charge,0,0
9753,No,M,Black,44,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
9969,No,M,Black,44,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11314,Yes,F,Black,44,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11867,No,M,Black,44,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
814,No,M,Black,44,M,Boy/Girlfriend,Current,Charge/further charge,1,0
3714,No,M,Black,44,H,Partner/Spouse,Current,Charge/further charge,1,0
11446,No,M,Black,44,H,Boy/Girlfriend,Current,Charge/further charge,1,0
2127,No,F,Black,44,S,Boy/Girlfriend,Current,Postal Charge Requisition,0,0
3288,No,M,Black,44,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6441,No,M,Black,44,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6767,No,M,Black,44,S,Partner/Spouse,Current,Charge/further charge,0,0
10127,No,F,Black,44,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11436,No,M,Black,44,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11731,No,F,Black,44,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11908,No,M,Black,44,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11567,No,M,Black,44,S,Boy/Girlfriend,Current,Charge/further charge,1,0
5944,No,M,Black,44,S,Boy/Girlfriend,Current,Charge/further charge,1,1
5293,No,M,Black,45,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10051,No,M,Black,45,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10198,No,M,Black,45,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10986,No,M,Black,45,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11758,No,F,Black,45,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11778,No,M,Black,45,M,Partner/Spouse,Current,Charge/further charge,0,0
12188,No,M,Black,45,H,Partner/Spouse,Current,First time charged,0,0
12188,No,M,Black,45,H,Partner/Spouse,Current,First time charged,0,0
5950,No,F,Black,45,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
5950,No,F,Black,45,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6210,No,F,Black,45,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11327,No,M,Black,45,S,Boy/Girlfriend,Current,Charge/further charge,0,0
170,No,M,Black,46,M,Partner/Spouse,Current,Charge/further charge,0,0
5921,No,M,Black,46,H,Partner/Spouse,Current,Charge/further charge,0,0
10910,No,M,Black,46,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11088,Yes,M,Black,46,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11572,No,M,Black,46,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12297,No,M,Black,46,M,Boy/Girlfriend,Current,Charge/further charge,0,0
564,No,M,Black,46,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
8525,No,M,Black,46,M,Boy/Girlfriend,Ex,Charge/further charge,8,4
8525,No,M,Black,46,H,Boy/Girlfriend,Current,Charge/further charge,8,4
11416,No,M,Black,46,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11237,No,M,Black,46,S,Boy/Girlfriend,Current,Charge/further charge,1,0
1127,No,M,Black,47,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
1127,No,M,Black,47,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6266,No,M,Black,47,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10313,No,M,Black,47,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10552,No,F,Black,47,H,Partner/Spouse,Current,Charge/further charge,0,0
11606,No,M,Black,47,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11621,No,F,Black,47,H,Partner/Spouse,Current,Charge/further charge,0,0
11997,No,M,Black,47,M,Boy/Girlfriend,Current,Charge/further charge,0,0
233,No,M,Black,47,M,Boy/Girlfriend,Current,Charge/further charge,1,1
1757,No,M,Black,47,S,Boy/Girlfriend,Current,Charge/further charge,0,0
4121,No,M,Black,47,S,Partner/Spouse,Current,Charge/further charge,0,0
5609,No,M,Black,47,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9796,No,F,Black,47,S,Partner/Spouse,Current,Charge/further charge,0,0
11508,No,M,Black,47,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11978,No,M,Black,47,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11982,No,M,Black,47,S,Partner/Spouse,Current,Charge/further charge,0,0
160,No,M,Black,48,M,Boy/Girlfriend,Current,Charge/further charge,0,0
2528,No,F,Black,48,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
3336,No,F,Black,48,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
